Temperature,Pressure,Humidity,Dew point,Wind speed,Rainfall
29,1002,55,22,11.1,0
28,1001,64,22,5.6,0
27,1002,76,23,9.3,0
28,1004,69,23,7.4,0
34,1003,42,22,14.8,0
33,1000,43,22,7.4,0
29,1002,56,22,3.7,0
27,1003,74,23,0,0
24,1004,85,22,0,0
27,1005,66,22,0,0
33,1004,35,20,7.4,0
35,1002,27,18,11.1,0
34,1000,31,19,9.3,0
28,1002,59,22,0,0
27,1003,72,22,0,0
26,1003,77,23,0,0
25,1004,83,23,0,0
28,1005,68,23,7.4,0
33,1004,34,20,9.3,0
36,1001,25,18,18.5,0
29,1002,56,22,3.7,0
27,1003,69,22,0,0
26,1003,75,22,0,0
25,1003,88,23,0,0
35,1001,35,22,7.4,0
34,999,35,20,7.4,0
28,1003,73,24,0,0
27,1003,77,23,0,0
26,1003,82,24,0,0
30,1003,68,24,7.4,0
32,1002,58,25,20.4,0
29,1002,69,24,11.1,0
28,1004,68,23,9.3,0
27,1004,75,24,9.3,0
26,1003,70,22,0,0
27,1003,89,26,7.4,0
25,1003,99,24,11.1,1
24,1003,94,23,7.4,0
24,1003,93,24,0,0
25,1003,93,24,0,0
27,1004,87,25,11.1,0
33,999,54,25,7.4,0
30,1001,73,25,0,0
28,1002,81,26,0,0
27,1001,90,26,0,0
27,1001,86,25,0,0
29,1003,82,26,5.6,0
34,1000,47,24,11.1,0
34,999,49,24,7.4,0
30,1000,69,25,3.7,0
29,1002,73,25,0,0
29,1002,70,25,3.7,0
27,1002,85,25,3.7,0
29,1004,73,25,7.4,0
34,1004,55,26,7.4,0
35,1001,48,26,11.1,0
34,1000,52,26,11.1,0
30,1003,65,24,5.6,0
29,1004,72,25,0,0
28,1004,76,25,0,0
27,1007,67,22,7.4,0
31,1006,55,24,7.4,0
33,1003,51,24,11.1,0
31,1004,68,25,13,0
26,1006,94,25,3.7,0
26,1006,98,26,0,0
26,1006,92,25,3.7,0
25,1006,94,25,3.7,0
27,1009,88,26,7.4,0
34,1005,51,26,9.3,0
28,1006,79,25,0,0
27,1007,82,25,0,0
26,1006,85,24,0,0
28,1007,76,24,5.6,0
33,1007,56,25,14.8,0
33,1004,49,24,11.1,0
31,1003,60,24,20.4,0
28,1006,79,25,3.7,0
27,1006,81,24,3.7,0
26,1006,84,24,0,0
26,1005,87,24,0,0
28,1008,74,24,0,0
32,1007,60,25,3.7,0
34,1004,43,23,3.7,0
31,1004,63,25,0,0
29,1004,77,26,0,0
28,1004,84,26,0,0
29,1005,80,26,7.4,0
31,1005,68,26,9.3,1
27,1003,82,25,11.1,1
29,1002,78,26,0,0
28,1004,83,25,0,0
25,1004,84,23,11.1,0
25,1004,89,24,7.4,0
26,1006,85,24,7.4,0
31,1003,65,25,0,0
27,1003,87,25,0,1
27,1005,89,25,3.7,0
26,1006,88,24,3.7,0
26,1006,89,24,7.4,0
25,1007,88,24,0,0
27,1008,78,24,5.6,0
32,1008,54,24,13,0
32,1005,48,23,7.4,0
29,1008,65,23,9.3,0
27,1009,70,23,9.3,0
26,1009,78,23,0,0
26,1010,78,22,0,0
26,1011,77,23,7.4,0
33,1011,42,21,11.1,0
34,1008,46,24,13,0
27,1010,64,22,5.6,0
25,1009,78,21,0,0
28,1010,60,21,0,0
33,1010,40,21,14.8,0
33,1007,42,21,14.8,0
24,1007,75,21,7.4,0
24,1009,77,21,18.5,0
25,1010,83,23,11.1,0
25,1006,88,24,11.1,1
26,1006,83,24,0,1
25,1007,87,23,0,0
24,1007,88,23,0,0
24,1005,88,22,0,0
26,1006,75,22,5.6,0
31,1006,57,23,7.4,0
33,1002,43,22,0,0
32,1002,47,22,3.7,0
29,1004,71,24,0,0
27,1004,83,25,0,0
26,1004,88,25,0,0
25,1005,90,24,0,0
33,1005,46,23,7.4,0
32,1004,59,25,0,0
29,1007,71,25,0,0
26,1009,86,24,3.7,0
32,1010,52,23,3.7,0
34,1007,46,24,3.7,0
32,1007,57,25,0,0
29,1009,71,24,0,0
28,1010,76,24,0,0
27,1010,78,24,0,0
26,1010,84,24,0,0
33,1009,54,25,0,0
30,1010,62,24,0,0
29,1010,71,24,0,0
28,1010,76,24,0,0
28,1012,74,24,9.3,0
33,1012,50,24,9.3,0
35,1008,47,24,11.1,0
34,1008,56,26,3.7,0
28,1011,80,25,0,0
27,1011,86,25,0,0
26,1011,89,24,0,0
27,1013,78,24,3.7,0
33,1012,51,24,3.7,0
35,1009,45,24,11.1,0
30,1010,68,24,0,0
28,1011,63,22,5.6,0
27,1010,70,23,3.7,0
26,1010,80,24,0,0
23,1015,100,23,9.3,1
24,1010,85,22,11.1,0
25,1009,84,22,5.6,0
23,1010,90,22,0,0
23,1011,95,22,3.7,0
23,1009,95,22,0,0
23,1009,92,22,0,0
24,1010,86,23,5.6,0
27,1010,77,24,14.8,0
29,1006,69,25,0,0
27,1007,83,25,0,0
27,1008,83,24,0,0
26,1008,88,24,0,0
25,1010,88,24,3.7,0
32,1006,51,23,0,0
28,1006,88,26,0,0
27,1008,90,26,0,0
26,1008,94,25,0,0
25,1008,95,24,0,0
25,1008,94,24,0,0
30,1008,68,25,11.1,0
32,1005,50,23,18.5,0
30,1005,56,23,9.3,0
27,1007,80,24,0,0
25,1008,86,24,0,0
25,1008,90,23,0,0
23,1008,95,22,0,0
24,1010,82,22,7.4,0
30,1010,52,22,7.4,0
32,1008,48,22,11.1,0
25,1009,80,23,0,0
24,1010,88,22,0,0
23,1009,90,22,0,0
22,1009,95,21,0,0
23,1011,87,22,0,0
33,1008,40,21,0,0
32,1007,51,23,0,0
26,1009,76,23,0,0
25,1010,88,23,0,0
24,1009,88,22,0,0
23,1010,94,22,0,0
24,1012,88,23,0,0
31,1011,49,22,3.7,0
32,1008,55,24,0,0
28,1010,76,24,3.7,0
26,1011,84,23,0,0
24,1011,91,23,0,0
24,1011,90,23,0,0
31,1012,50,23,0,0
30,1009,56,23,0,0
26,1010,75,22,0,0
24,1011,81,22,0,0
23,1010,87,22,0,0
21,1011,89,20,0,0
23,1013,72,19,3.7,0
31,1013,36,18,11.1,0
30,1010,43,20,0,0
24,1011,75,20,0,0
22,1012,82,20,0,0
21,1011,90,19,0,0
19,1012,89,18,0,0
21,1014,90,20,0,0
32,1009,33,18,5.6,0
29,1009,42,19,3.7,0
24,1010,71,20,0,0
21,1010,82,19,0,0
21,1010,82,19,0,0
22,1012,76,18,0,0
30,1011,40,18,0,0
31,1008,32,17,7.4,0
29,1008,43,18,3.7,0
23,1010,73,19,0,0
22,1010,78,19,0,0
21,1010,85,19,0,0
30,1012,39,18,0,0
32,1010,30,17,0,0
31,1009,44,21,0,0
24,1012,73,20,0,0
22,1012,82,20,0,0
20,1014,90,19,0,0
22,1015,79,19,0,0
29,1015,43,19,9.3,0
32,1013,39,20,0,0
30,1011,42,19,0,0
24,1013,75,21,0,0
22,1014,85,20,0,0
21,1014,87,19,0,0
20,1014,88,18,0,0
22,1016,78,19,0,0
29,1015,50,20,3.7,0
29,1011,52,20,3.7,0
24,1012,78,20,0,0
22,1013,79,19,0,0
21,1012,87,19,0,0
19,1013,89,18,0,0
29,1010,36,17,9.3,0
23,1010,77,20,0,0
22,1011,87,20,0,0
21,1011,90,20,0,0
20,1011,91,19,0,0
22,1014,82,19,0,0
29,1009,49,19,3.7,0
23,1011,79,20,0,0
21,1011,90,19,0,0
20,1011,88,18,0,0
20,1013,82,18,0,0
26,1013,52,18,7.4,0
30,1009,32,16,9.3,0
27,1008,44,17,3.7,0
21,1010,75,18,0,0
20,1011,77,17,0,0
19,1010,85,17,0,0
19,1010,74,15,3.7,0
27,1011,45,17,11.1,0
30,1008,27,14,14.8,0
21,1010,71,18,0,0
20,1011,78,17,0,0
19,1010,84,17,0,0
17,1011,85,15,0,0
20,1012,72,16,5.6,0
28,1012,38,16,11.1,0
31,1010,26,14,11.1,0
27,1009,53,19,0,0
21,1012,76,18,0,0
17,1012,89,16,0,0
17,1013,93,16,0,0
19,1015,82,16,0,0
29,1014,28,13,9.3,0
31,1011,27,15,7.4,0
23,1013,72,19,0,0
21,1013,83,19,0,0
20,1011,87,18,0,0
18,1012,90,17,0,0
21,1014,66,16,0,0
30,1012,37,17,7.4,0
28,1012,46,18,11.1,0
24,1014,49,15,0,0
21,1013,65,16,0,0
21,1014,69,16,0,0
22,1016,62,16,3.7,0
30,1012,36,17,3.7,0
27,1011,60,21,0,0
23,1013,80,20,0,0
21,1014,87,19,0,0
20,1013,90,19,0,0
18,1014,91,17,0,0
19,1016,87,18,0,0
26,1015,46,17,11.1,0
27,1013,35,14,11.1,0
25,1013,52,17,0,0
20,1015,71,16,0,0
20,1015,70,15,9.3,0
18,1015,68,14,5.6,0
17,1015,69,12,5.6,0
18,1017,68,13,11.1,0
25,1017,38,13,18.5,0
28,1014,21,9,9.3,0
26,1014,29,11,0,0
18,1017,73,15,0,0
17,1017,80,15,0,0
16,1017,85,14,0,0
17,1020,62,12,0,0
25,1019,32,12,7.4,0
28,1016,19,8,7.4,0
24,1016,48,16,0,0
18,1017,76,15,0,0
15,1017,88,14,0,0
16,1019,78,13,0,0
22,1019,56,15,0,0
25,1016,43,15,0,0
18,1017,88,16,0,0
17,1017,91,16,0,0
15,1017,90,14,0,0
15,1018,93,15,0,0
26,1017,40,15,5.6,0
27,1014,34,14,7.4,0
24,1014,52,17,3.7,0
19,1016,74,16,0,0
17,1016,85,15,0,0
16,1016,89,14,5.6,0
19,1016,72,14,9.3,0
19,1018,81,16,7.4,1
26,1014,43,16,3.7,0
24,1014,70,19,0,0
17,1016,88,16,0,0
16,1016,87,15,0,0
16,1016,94,15,0,0
18,1017,75,14,0,0
24,1013,58,17,0,0
17,1016,91,16,0,0
15,1016,93,15,0,0
16,1019,98,15,0,0
24,1018,53,16,0,0
25,1015,42,15,3.7,0
23,1015,60,17,0,0
18,1017,83,16,0,0
17,1017,85,15,0,0
16,1016,94,15,0,0
14,1016,89,13,0,0
16,1018,84,14,3.7,0
22,1015,48,14,3.7,0
18,1016,65,13,7.4,0
16,1016,66,12,0,0
15,1015,80,12,0,0
14,1015,83,12,0,0
15,1016,76,12,7.4,0
23,1015,42,12,14.8,0
26,1012,32,12,14.8,0
23,1011,44,14,3.7,0
17,1013,70,13,0,0
14,1012,86,12,0,0
13,1013,89,12,0,0
14,1015,76,11,0,0
23,1014,39,12,5.6,0
22,1012,49,14,0,0
16,1014,77,13,0,0
15,1014,83,12,0,0
13,1015,89,12,0,0
13,1015,86,11,3.7,0
14,1016,73,11,0,0
23,1015,40,13,9.3,0
26,1012,28,10,11.1,0
22,1013,44,12,0,0
15,1015,84,13,0,0
15,1015,81,13,0,0
14,1013,84,12,0,0
13,1015,80,10,0,0
14,1017,67,10,5.6,0
22,1016,43,12,7.4,0
25,1014,29,10,14.8,0
22,1013,51,14,0,0
16,1015,75,13,0,0
15,1016,76,12,0,0
14,1016,86,12,0,0
11,1016,91,11,0,0
13,1018,80,11,0,0
23,1018,40,12,7.4,0
26,1015,27,10,0,0
22,1014,47,13,0,0
15,1017,79,13,0,0
13,1017,86,12,0,0
13,1017,86,11,0,0
11,1018,90,9,0,0
12,1020,77,9,0,0
22,1019,38,10,0,0
27,1016,32,13,0,0
22,1016,55,15,0,0
15,1018,84,14,0,0
13,1019,90,12,0,0
11,1018,91,11,0,0
10,1018,95,9,0,0
12,1020,74,9,0,0
24,1019,35,11,11.1,0
22,1016,39,11,5.6,0
15,1017,69,11,0,0
14,1017,76,11,0,0
12,1017,84,10,0,0
12,1017,79,10,3.7,0
14,1019,63,9,5.6,0
23,1018,36,11,14.8,0
27,1015,24,10,14.8,0
23,1015,34,10,3.7,0
17,1017,58,11,7.4,0
17,1017,68,12,5.6,0
15,1017,79,13,3.7,0
13,1016,76,10,3.7,0
15,1017,64,10,14.8,0
23,1017,34,11,14.8,0
27,1014,27,11,20.4,0
22,1014,47,13,0,0
16,1015,85,14,0,0
14,1016,86,12,0,0
13,1015,89,12,3.7,0
12,1015,82,10,0,0
14,1016,49,7,0,0
25,1015,28,10,9.3,0
28,1011,18,8,11.1,0
24,1010,41,13,0,0
16,1011,76,13,0,0
14,1012,88,12,0,0
13,1012,89,12,0,0
11,1011,90,10,0,0
13,1014,89,12,0,0
24,1014,33,11,11.1,0
28,1011,26,12,5.6,0
23,1011,47,14,0,0
16,1014,77,14,0,0
15,1015,84,13,0,0
13,1015,84,11,0,0
12,1015,91,11,0,0
13,1017,92,12,0,0
24,1017,49,15,5.6,0
26,1014,39,15,3.7,0
21,1014,65,16,0,0
17,1015,83,14,0,0
15,1017,90,13,0,0
13,1017,90,12,0,0
20,1014,90,19,0,0
14,1017,93,12,0,0
24,1016,44,14,5.6,0
24,1012,56,16,0,0
17,1014,82,14,0,0
15,1015,90,13,0,0
13,1014,90,12,0,0
12,1015,92,11,0,0
16,1017,64,11,0,0
24,1016,41,13,7.4,0
27,1013,24,10,14.8,0
23,1013,47,14,0,0
18,1014,61,13,7.4,0
18,1014,65,13,7.4,0
15,1014,77,12,3.7,0
14,1014,80,12,0,0
17,1016,68,12,9.3,0
25,1015,38,13,14.8,0
29,1011,26,12,22.2,0
25,1011,37,12,5.6,0
21,1012,49,13,7.4,0
20,1012,50,12,9.3,0
19,1012,51,11,7.4,0
16,1011,66,12,9.3,0
18,1013,64,13,5.6,0
25,1013,38,14,16.7,0
28,1011,25,11,16.7,0
26,1010,33,12,9.3,0
20,1012,59,14,5.6,0
19,1012,60,13,11.1,0
18,1012,66,13,3.7,0
14,1013,80,12,0,0
16,1016,74,12,7.4,0
25,1015,42,14,5.6,0
28,1013,35,15,9.3,0
24,1012,50,16,0,0
18,1015,83,16,0,0
15,1017,90,14,0,0
13,1017,94,12,0,0
13,1017,94,12,0,0
14,1019,96,13,0,0
26,1019,40,14,3.7,0
28,1016,29,13,11.1,0
24,1016,54,16,0,0
17,1018,80,14,0,0
14,1019,94,14,0,0
13,1018,88,12,0,0
11,1018,98,11,0,0
13,1020,86,12,0,0
24,1018,44,14,14.8,0
27,1015,26,11,18.5,0
24,1015,36,12,5.6,0
16,1016,74,13,0,0
14,1017,83,12,0,0
13,1016,86,12,0,0
13,1016,88,11,3.7,0
15,1018,76,12,7.4,0
24,1017,45,14,20.4,0
26,1014,32,13,20.4,0
22,1014,55,14,0,0
16,1016,82,13,42.6,0
14,1016,87,12,0,0
13,1016,92,12,0,0
12,1016,82,10,0,0
13,1018,83,11,0,0
23,1018,37,12,3.7,0
27,1014,27,11,7.4,0
25,1014,37,14,0,0
14,1017,96,13,0,0
12,1016,93,11,0,0
11,1017,95,11,0,0
12,1019,98,11,0,0
24,1018,36,12,11.1,0
28,1014,30,13,3.7,0
23,1014,48,14,0,0
15,1015,88,14,0,0
13,1015,95,13,0,0
12,1015,96,12,0,0
11,1016,99,11,0,0
13,1018,92,12,0,0
24,1018,36,12,11.1,0
27,1015,32,13,0,0
22,1015,54,14,0,0
16,1017,87,14,0,0
14,1018,93,13,0,0
13,1017,95,12,0,0
11,1018,97,11,0,0
12,1019,95,12,0,0
22,1019,45,13,14.8,0
25,1016,32,11,14.8,0
21,1015,52,13,0,0
15,1016,94,14,0,0
14,1016,88,12,0,0
12,1016,86,10,5.6,0
13,1017,83,11,7.4,0
20,1018,56,13,20.4,0
25,1014,37,13,11.1,0
21,1013,53,14,0,0
15,1014,82,13,0,0
14,1015,86,12,3.7,0
11,1013,81,9,5.6,0
13,1015,72,10,7.4,0
21,1016,46,13,9.3,0
25,1013,39,13,7.4,0
21,1012,55,14,0,0
14,1014,94,14,0,0
13,1015,98,13,0,0
11,1014,94,11,0,0
10,1014,100,10,0,0
11,1016,92,10,3.7,0
21,1015,53,13,0,0
25,1013,40,14,5.6,0
21,1013,66,16,0,0
15,1014,99,15,0,0
13,1015,95,13,0,0
12,1014,99,12,0,0
10,1015,99,10,0,0
12,1016,96,11,0,0
22,1015,58,16,0,0
26,1012,54,18,0,0
21,1012,81,18,0,0
16,1014,91,15,0,0
13,1014,95,13,0,0
12,1014,95,12,0,0
11,1014,100,11,0,0
12,1015,96,11,0,0
22,1015,60,16,3.7,0
25,1011,40,14,14.8,0
21,1011,55,15,0,0
14,1014,94,14,0,0
13,1014,95,12,0,0
11,1014,94,11,0,0
10,1014,100,10,0,0
12,1015,89,11,0,0
21,1015,60,14,11.1,0
24,1012,48,15,9.3,0
21,1012,60,14,0,0
14,1014,99,13,0,0
12,1014,98,12,0,0
10,1014,100,10,0,0
10,1014,99,10,3.7,0
12,1016,94,11,0,0
22,1016,51,14,14.8,0
24,1012,39,13,22.2,0
21,1012,55,14,3.7,0
17,1014,72,14,3.7,0
14,1015,80,12,3.7,0
13,1014,85,12,0,0
13,1013,86,11,5.6,0
14,1015,80,11,9.3,0
20,1014,52,13,25.9,0
24,1010,36,12,27.8,0
21,1011,46,12,14.8,0
19,1012,54,12,22.2,0
16,1013,67,12,14.8,0
15,1012,78,12,14.8,0
14,1012,84,11,18.5,0
13,1014,79,11,18.5,0
21,1013,50,13,18.5,0
24,1010,36,12,22.2,0
22,1010,45,12,3.7,0
14,1012,85,13,0,0
12,1013,95,12,0,0
10,1012,100,10,0,0
20,1014,52,13,1.9,0
25,1010,45,15,0,0
21,1011,57,14,0,0
14,1013,100,14,0,0
12,1014,100,12,0,0
11,1014,99,11,3.7,0
10,1014,100,10,0,0
12,1016,100,12,7.4,0
20,1017,67,15,7.4,0
24,1014,58,17,5.6,0
20,1013,71,16,0,0
14,1016,96,14,0,0
13,1016,98,13,0,0
11,1015,100,11,0,0
10,1015,98,10,0,0
10,1017,100,10,0,0
19,1018,72,16,5.6,0
24,1014,64,18,3.7,0
19,1013,82,17,0,0
15,1016,100,15,0,0
13,1016,100,13,0,0
12,1016,100,12,0,0
11,1015,98,11,3.7,0
13,1016,99,13,0,0
16,1016,99,16,0,0
22,1013,70,17,3.7,0
19,1012,83,17,0,0
14,1014,96,14,0,0
12,1014,98,12,0,0
11,1014,100,11,0,0
10,1013,98,10,0,0
12,1015,100,12,0,0
16,1015,100,16,11.1,0
22,1011,68,17,5.6,0
19,1011,82,17,0,0
15,1012,96,14,0,0
13,1012,100,13,0,0
12,1012,100,12,0,0
12,1012,98,12,0,0
13,1013,100,13,5.6,0
17,1013,83,15,11.1,0
22,1011,70,17,5.6,0
20,1011,75,17,0,0
16,1014,92,16,0,0
15,1015,99,15,3.7,0
14,1014,96,13,0,0
14,1015,99,13,0,0
13,1017,100,13,0,0
17,1017,80,15,5.6,0
20,1014,74,16,9.3,0
17,1014,86,16,5.6,0
15,1017,99,15,3.7,0
14,1017,96,14,7.4,0
13,1017,97,13,3.7,0
13,1016,95,13,3.7,0
14,1018,93,13,0,0
15,1019,92,14,0,0
16,1016,94,15,0,0
16,1015,96,15,0,0
16,1017,94,15,0,0
15,1018,92,14,0,0
13,1017,96,12,0,0
14,1017,96,14,0,0
15,1019,96,14,0,0
17,1020,91,16,0,0
17,1018,85,15,7.4,0
17,1017,91,16,0,0
15,1018,93,15,0,0
13,1019,100,13,3.7,0
14,1019,100,14,0,0
13,1019,99,13,11.1,0
13,1021,95,13,11.1,0
16,1021,74,13,14.8,0
18,1019,65,13,18.5,0
17,1019,80,14,7.4,0
14,1021,97,14,9.3,0
12,1022,96,12,0,0
11,1022,100,11,0,0
10,1022,98,10,0,0
10,1024,98,10,7.4,0
16,1023,69,11,14.8,0
20,1020,59,13,18.5,0
17,1019,70,13,5.6,0
12,1021,95,12,0,0
12,1021,92,11,0,0
11,1021,97,10,0,0
9,1021,87,7,3.7,0
9,1022,78,7,11.1,0
18,1022,40,8,18.5,0
20,1019,32,7,27.8,0
18,1019,49,10,0,0
8,1021,93,8,0,0
7,1019,93,6,0,0
9,1021,74,6,0,0
17,1021,41,7,18.5,0
20,1018,32,7,13,0
18,1017,42,9,3.7,0
10,1019,75,8,0,0
8,1020,95,8,0,0
8,1019,89,6,0,0
9,1018,84,7,0,0
10,1020,92,10,0,1
15,1020,62,10,5.6,0
17,1018,52,10,0,0
15,1017,71,12,0,0
11,1018,88,9,3.7,0
9,1019,94,9,0,0
9,1019,96,8,0,0
6,1018,91,5,0,0
6,1020,89,6,3.7,0
16,1020,39,6,11.1,0
20,1018,31,6,16.7,0
17,1017,40,7,7.4,0
9,1020,80,7,0,0
7,1021,92,6,0,0
6,1020,98,5,3.7,0
5,1018,90,4,3.7,0
6,1021,85,5,11.1,0
16,1020,46,8,11.1,0
19,1017,35,7,11.1,0
16,1017,45,7,5.6,0
7,1019,85,5,0,0
5,1018,100,5,0,0
4,1018,99,4,0,0
4,1021,100,4,0,0
17,1020,44,8,7.4,0
19,1017,43,9,11.1,0
17,1016,54,10,3.7,1
14,1017,100,14,7.4,1
12,1018,98,12,11.1,0
12,1018,98,12,11.1,0
12,1018,99,12,11.1,0
13,1021,92,12,3.7,0
14,1022,79,12,5.6,1
17,1021,77,14,11.1,0
16,1019,86,14,3.7,0
15,1021,91,14,0,0
15,1021,92,14,3.7,0
14,1021,99,13,0,0
13,1020,98,13,3.7,0
12,1022,100,12,5.6,0
16,1023,86,14,9.3,0
18,1020,70,14,11.1,0
16,1020,83,14,7.4,0
13,1021,84,11,11.1,0
10,1021,98,10,9.3,0
9,1021,98,9,3.7,0
7,1021,100,7,11.1,0
6,1022,94,6,14.8,0
14,1022,53,8,11.1,0
18,1020,41,8,14.8,0
16,1019,65,11,3.7,0
11,1020,90,10,5.6,0
9,1019,91,7,3.7,0
7,1019,93,6,0,0
6,1019,100,6,13,0
6,1020,82,5,0,0
16,1020,41,7,14.8,0
19,1017,41,9,11.1,0
17,1016,55,10,3.7,0
13,1017,86,11,0,0
12,1017,96,11,0,0
11,1016,98,11,0,0
8,1017,100,8,0,0
10,1018,100,10,0,0
16,1019,67,11,3.7,0
18,1015,66,13,5.6,0
17,1014,82,14,0,0
13,1016,95,12,0,0
11,1016,97,11,0,0
10,1015,98,10,0,0
10,1015,100,10,0,0
9,1016,96,9,0,0
16,1016,74,13,3.7,0
19,1013,69,14,0,0
17,1012,75,13,0,0
11,1014,98,11,0,0
9,1015,100,9,0,0
8,1015,100,8,0,0
9,1015,100,9,9.3,0
8,1018,99,8,7.4,0
13,1019,74,10,5.6,0
17,1017,56,11,13,0
15,1017,76,12,3.7,0
9,1018,100,9,0,0
9,1019,99,8,5.6,0
7,1018,98,7,3.7,0
16,1019,54,9,7.4,0
19,1016,38,8,11.1,0
18,1017,41,8,5.6,0
10,1018,81,8,0,0
8,1019,95,8,0,0
7,1018,99,7,0,0
5,1018,99,5,0,0
6,1020,100,6,0,0
18,1019,47,9,7.4,0
21,1016,36,9,7.4,0
18,1016,51,10,0,0
10,1018,88,9,0,0
9,1018,96,8,0,0
8,1018,98,8,0,0
9,1017,99,9,0,0
8,1018,100,8,0,0
15,1019,73,12,0,0
18,1016,57,11,7.4,0
16,1015,72,12,0,0
11,1017,97,11,0,0
7,1017,98,7,0,0
7,1018,96,6,0,0
15,1018,67,11,0,0
20,1015,61,14,0,0
17,1015,74,13,0,0
12,1016,98,12,0,0
11,1017,100,11,0,0
10,1017,89,9,0,0
8,1018,100,8,9.3,0
8,1019,99,8,9.3,0
14,1020,70,10,14.8,0
18,1018,49,10,14.8,0
17,1019,63,12,5.6,0
12,1021,88,10,0,0
11,1021,93,10,0,0
9,1021,99,9,0,0
8,1021,98,8,0,0
8,1023,100,8,3.7,0
17,1022,56,11,5.6,0
20,1019,49,11,7.4,0
18,1019,59,12,9.3,0
13,1021,89,12,0,0
10,1021,96,10,0,0
9,1020,100,9,0,0
9,1020,100,9,0,0
8,1021,97,8,0,0
18,1021,49,10,0,0
21,1018,31,8,9.3,0
19,1018,44,9,0,0
14,1019,72,11,0,0
12,1019,89,10,0,0
11,1019,97,10,0,0
10,1017,100,10,0,0
10,1019,95,9,0,0
18,1019,50,10,0,0
22,1015,30,8,3.7,0
19,1015,51,12,0,0
15,1016,93,15,5.6,0
13,1017,95,13,5.6,0
12,1018,100,12,7.4,0
11,1018,98,11,0,0
11,1020,98,11,0,0
12,1021,92,11,0,0
15,1019,86,13,0,0
15,1019,82,13,0,0
11,1020,92,10,0,0
10,1021,100,10,0,0
11,1020,100,11,3.7,0
11,1019,99,11,7.4,0
11,1021,99,10,3.7,0
15,1021,72,11,0,0
15,1018,79,13,0,0
13,1019,92,12,0,0
11,1020,95,11,0,0
10,1019,98,10,0,0
9,1019,100,9,0,0
12,1020,99,12,0,0
12,1021,89,11,9.3,0
13,1017,91,12,0,0
13,1016,94,12,0,0
12,1016,93,11,0,1
13,1016,100,13,0,0
12,1016,100,12,0,0
13,1015,98,13,0,1
12,1017,100,12,0,0
14,1020,87,12,3.7,0
15,1019,79,12,0,0
14,1021,92,13,11.1,0
12,1023,98,12,0,0
10,1024,100,10,0,0
10,1023,100,10,0,0
11,1024,98,11,0,0
12,1025,96,11,0,0
16,1026,65,11,0,0
20,1022,59,14,5.6,0
19,1022,67,15,3.7,0
14,1022,94,14,3.7,0
13,1022,98,13,7.4,0
11,1021,99,11,7.4,0
10,1021,99,10,7.4,0
10,1023,100,10,5.6,0
15,1023,78,12,0,0
22,1020,46,12,9.3,0
19,1020,63,14,9.3,0
14,1021,89,13,0,0
14,1022,96,13,0,0
13,1021,97,12,3.7,0
13,1021,95,12,3.7,0
13,1021,100,13,5.6,0
13,1023,95,13,9.3,1
14,1020,97,14,13,0
15,1019,99,14,9.3,0
14,1020,97,14,9.3,0
13,1020,95,13,0,0
14,1019,93,12,3.7,0
15,1021,99,14,7.4,0
15,1021,99,15,3.7,1
17,1018,92,16,9.3,0
16,1018,95,16,7.4,0
15,1020,94,15,7.4,0
15,1021,99,15,7.4,0
15,1021,98,15,7.4,1
14,1021,100,14,3.7,1
15,1022,99,14,3.7,0
17,1022,78,14,5.6,0
20,1019,66,15,11.1,0
19,1019,81,16,11.1,0
15,1020,99,15,7.4,0
13,1020,98,13,3.7,0
12,1019,100,12,7.4,0
12,1018,100,12,9.3,0
12,1020,100,12,11.1,0
14,1021,88,12,11.1,0
18,1018,66,13,9.3,0
17,1018,69,13,13,0
14,1020,93,13,3.7,0
12,1020,96,12,3.7,0
12,1019,99,12,3.7,0
11,1019,100,11,7.4,0
11,1021,100,11,11.1,0
11,1022,98,11,11.1,0
14,1019,86,12,11.1,0
14,1018,86,12,7.4,0
12,1019,96,11,7.4,0
11,1020,99,11,5.6,0
10,1020,100,10,5.6,0
11,1018,99,11,9.3,0
11,1020,100,11,11.1,0
15,1021,76,12,14.8,0
20,1018,59,14,9.3,0
20,1017,61,14,9.3,0
14,1019,95,13,3.7,0
12,1020,98,12,3.7,0
12,1020,98,12,9.3,0
11,1019,100,11,9.3,0
12,1021,98,11,7.4,0
20,1021,49,12,14.8,0
24,1018,40,12,11.1,0
22,1017,44,12,11.1,0
16,1018,77,14,11.1,0
15,1018,83,12,7.4,0
13,1018,88,11,7.4,0
11,1018,94,10,7.4,0
12,1019,91,11,9.3,0
20,1019,49,12,14.8,0
23,1015,26,8,14.8,0
23,1014,40,12,13,0
17,1016,80,14,0,0
14,1017,88,12,0,0
13,1016,91,12,0,0
11,1017,98,11,0,0
11,1019,87,10,3.7,0
18,1020,59,12,7.4,0
21,1017,55,14,11.1,0
18,1017,71,14,11.1,0
15,1019,87,13,0,0
13,1020,98,13,3.7,0
12,1020,100,12,0,0
12,1019,98,12,0,0
11,1021,99,11,0,0
16,1021,67,11,0,0
20,1018,60,14,0,0
20,1017,64,15,0,0
15,1019,87,13,3.7,0
11,1020,91,11,3.7,0
11,1020,100,11,0,0
12,1019,100,12,0,0
12,1021,93,11,0,0
15,1021,83,12,0,0
21,1018,52,13,9.3,0
17,1018,71,13,3.7,0
14,1019,86,13,0,0
14,1019,86,13,11.1,0
13,1019,89,12,0,0
12,1019,86,10,0,0
